692762327402299392,"01/28/2016","Number+of+women+and+minorities+in+unions+continues+to+increase+https%3A%2F%2Ft.co%2F5DNBnyGUqr"
692777672389320706,"01/28/2016","RT+%40bkavoussi%3A+.%40DeanBaker13+on+problems+with+drug+pricing+today%3A+https%3A%2F%2Ft.co%2FkpEV66iFyo+%22It+is+like+paying+the+firefighters+when+they+sho%E2%80%A6"
692794978561556481,"01/28/2016","RT+%40jschmittwdc%3A+Review+of+the+most+recent+national+union+membership+trends+by+%40CherrieBucknor+%40ceprdc+https%3A%2F%2Ft.co%2FYQ0gSmtlK2"
692831053723996160,"01/28/2016","RT+%40ceprdc%3A+%E2%80%9CA+lot+of+the+companies+doing+the+exporting+are+US+companies.+So+it%E2%80%99s+not+China%2C+it%E2%80%99s+our+companies.%22+-+%40DeanBaker13+https%3A%2F%2Ft.%E2%80%A6"
692889686495236096,"01/28/2016","RT+%40Ellahbie%3A+%40DeanBaker13%27s+smack+down+is+%40washingtonpost+is+epic%21+%23FeelTheBern+https%3A%2F%2Ft.co%2FTxMqrPpRo9"
692904564140445697,"01/28/2016","%40JustinWolfers+%40ObsoleteDogma+involuntary+part-time+has+declined+more%3A+why+not+distinguish.+Isn%27t+it+good+if+people+get+to+choose+part-time%3F"
693057447217491968,"01/29/2016","%40Noahpinion+yep%2C+it+is+pretty+ridiculous+advice%2C+which+thankfully+almost+no+one+does"
693058323273351168,"01/29/2016","WaPo+does+name-calling%2Csays+Sanders+is+%22facile%2C%22dangerous+word+for+paper+that+said+Bush%27s+case+for+WMD+%22irrefutable%22+https%3A%2F%2Ft.co%2FF2EMglYYyv"
693061105342681088,"01/29/2016","RT+%40mettlinger%3A+Look+what%27s+happening+on+the+street+...+%22Paul+Kantner+of+Jefferson+Airplane+Dies+at+74%2C%22+via+%40nytimes+https%3A%2F%2Ft.co%2F1Q83iV6e%E2%80%A6"
693070075675435012,"01/29/2016","RT+%40PeteyOnBlogs%3A+Great+short+%40DeanBaker13+piece+on+Wonkgate%E2%84%A2.+I%27m+*leaning*+toward+HRC%2C+but+Krugman%27s+VSP+act+of+late+is+appalling.+https%3A%E2%80%A6"
693090814348677120,"01/29/2016","zero+evidence+of+any+acceleration+of+wage+growth+in+employment+cost+index+https%3A%2F%2Ft.co%2FxwV4sfqqF8"
